0001001EM1_201407.csv,1,BT3801(002L)01.00.00,,‰ñ˜H1R,‰ñ˜H1T,‰ñ˜H2R,‰ñ˜H2T,‰ñ˜H3R,‰ñ˜H3T,‰ñ˜H4R,‰ñ˜H4T,‰ñ˜H5R,‰ñ˜H5T,‰ñ˜H6R,‰ñ˜H6T,‰ñ˜H7R,‰ñ˜H7T,‰ñ˜H8R,‰ñ˜H8T,‰ñ˜H9R,‰ñ˜H9T,‰ñ˜H10R,‰ñ˜H10T,‰ñ˜H11R,‰ñ˜H11T,‰ñ˜H12R,‰ñ˜H12T,‰ñ˜H13R,‰ñ˜H13T,‰ñ˜H14R,‰ñ˜H14T,‰ñ˜H15R,‰ñ˜H15T,‰ñ˜H16R,‰ñ˜H16T
2014, 7,11, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 6,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 7,   0.66,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 8,   2.19,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 9,   3.26,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,10,   3.83,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,11,   3.34,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,12,   5.79,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,13,   6.27,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,14,   8.61,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,15,   7.91,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,16,   7.24,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,17,   3.79,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,18,   2.14,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,19,   0.30,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,20,   0.00,   0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,24,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 1,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 2,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 3,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 6,   0.44,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 7,   3.54,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 8,   7.56,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12, 9,   8.15,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,10,   9.56,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,11,   9.52,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,12,   9.82,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,13,   9.64,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,14,   8.19,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,15,   7.73,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,16,   5.26,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,17,   3.03,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,18,   1.51,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,19,   0.60,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,20,   0.00,   0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,23,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,12,24,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 1,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 2,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 3,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 6,   0.11,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 7,   0.79,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 8,   2.86,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13, 9,   2.02,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,10,   1.43,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,11,   4.22,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,12,   7.06,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,13,   7.33,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,14,   5.99,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,15,   4.33,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,16,   4.60,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,17,   1.55,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,18,   0.70,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,19,   0.43,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,20,   0.00,   0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,13,24,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 1,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 2,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 3,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 6,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 7,   0.05,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 8,   0.53,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14, 9,   0.55,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,10,   0.79,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,11,   1.15,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,12,   1.93,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,13,   3.85,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,14,   3.07,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,15,   2.39,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,16,   0.33,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,17,   3.20,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,18,   1.72,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,19,   0.23,   0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,20,   0.00,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,22,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,14,24,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 1,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 2,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 3,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 6,   0.23,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 7,   1.43,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 8,   3.09,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15, 9,   5.47,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,10,   9.37,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,11,   9.34,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,12,   8.53,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,13,   8.43,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,14,   8.82,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,15,   5.12,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,16,   4.71,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,17,   3.15,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,18,   0.98,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,19,   0.17,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,20,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,23,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,15,24,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 6,   0.60,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 7,   3.05,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 8,   5.66,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16, 9,   6.75,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,10,   7.13,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,11,   7.17,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,12,   7.29,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,13,   7.21,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,14,   7.04,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,15,   6.84,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,16,   5.61,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,17,   2.65,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,18,   0.59,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,19,   0.35,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,20,   0.00,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,23,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,16,24,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 6,   0.50,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 7,   2.95,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 8,   5.38,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17, 9,   6.77,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,10,   6.55,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,11,   6.26,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,12,   6.77,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,13,   6.02,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,14,   6.39,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,15,   5.44,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,16,   2.11,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,17,   3.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,18,   0.90,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,19,   0.32,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,20,   0.00,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,23,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,17,24,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 6,   0.59,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 7,   3.15,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 8,   4.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18, 9,   4.57,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,10,   6.78,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,11,   6.87,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,12,   6.49,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,13,   6.44,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,14,   5.41,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,15,   3.63,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,16,   4.94,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,17,   3.03,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,18,   1.18,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,19,   0.21,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,20,   0.00,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,23,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,18,24,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 6,   0.09,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 7,   0.64,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 8,   1.73,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19, 9,   4.22,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,10,   4.63,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,11,   6.27,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,12,   7.04,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,13,   5.60,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,14,   4.28,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,15,   5.38,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,16,   2.50,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,17,   2.09,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,18,   0.68,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,19,   0.11,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,20,   0.00,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,23,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,19,24,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 6,   0.31,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 7,   0.87,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 8,   1.89,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20, 9,   3.55,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,10,   5.54,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,11,   5.18,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,12,   6.47,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,13,   6.66,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,14,   6.60,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,15,   5.67,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,16,   3.39,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,17,   4.41,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,18,   1.39,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,19,   0.25,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,20,   0.01,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,23,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,20,24,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 6,   0.79,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 7,   2.75,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 8,   5.02,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21, 9,   5.75,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21,10,   6.15,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21,11,   5.94,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21,12,   3.75,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,21,13,   4.14,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
